Idtram,Tramite,Secretaria,Dependencia,Domicilio,TraPersona,Tiempo_en_minutos,N_FORMATOS_FINAL,CONTEO_NETO,nivel_digitalizacion,TraResolucionesFavorables,TraResolucionesNegativas,Porcentaje_Efectividad,TraCosto,,N
979,Inscripción a cursos de inglés,Secretaría de Educación Pública,Instituto Hidalguense de Educación,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,40,1,2,Nivel 1,43,0,100,VERDADERO,,3
988,Certificado de no Propiedad (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,8640,2,1,,47334,0,100,VERDADERO,,3
989,Certificado de Única Propiedad (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,8640,2,1,Nivel 3.5,47334,0,100,VERDADERO,,3
991,Informes sobre Inscripción de Testamentos (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,2,1,Nivel 3.5,47334,0,100,VERDADERO,,3
993,Inscripción de Accesión de Terrenos Rústicos (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,7,Nivel 3.5,47334,0,100,VERDADERO,,8
997,"Inscripción de Actos Mercantiles, Rectificación (Registro Público de la Propiedad y del Comercio)",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,3,Nivel 3.5,47334,0,100,VERDADERO,,4
1003,Inscripción de Contratos que transmiten la Propiedad de Muebles con Limitaciones. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,2,Nivel 3.5,47334,0,100,VERDADERO,,3
1014,Inscripción de Escrituras Constitutivas de Personas Morales o Modificaciones de Capital (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,1,Nivel 3.5,47334,0,100,VERDADERO,,2
1023,Impartición de Justicia en Conflictos Laborales del Sector Privado,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,Social,259200,0,0,Nivel 1,0,0,0,FALSO,,0
1024,Impartición de justicia de conflictos laborales del sector público,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,Social,518400,0,1,Nivel 1,0,0,0,FALSO,,1
1025,Celebración de Convenios Fuera de Juicio de los trabajadores al Servicio de los Gobiernos Estatal y Municipal.,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,Social,,0,1,,0,0,0,FALSO,,1
1028,"Registro de Sindicatos, Expedición de la Toma de Nota y Registro de Condiciones Generales de Trabajo de los Sindicatos al Servicio de los Gobiernos Estatal y Municipal del Estado de Hidalgo.",Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,Social,518400,0,1,Nivel 1,0,0,0,FALSO,,1
1030,Tramitación de la Declaración de Beneficiarios de trabajadores al Servicio de los Gobiernos Estatal y Municipal.,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,Social,259200,1,0,Nivel 1,0,0,0,FALSO,,1
1037,Acuerdo que autoriza o niega el reconocimiento de validez oficial de estudios de tipo superior. (RVOE),Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Empresarial,86400,1,5,Nivel 2,9,0,100,VERDADERO,,6
1040,Registro y cotejo de documentos de alumnos inscritos en nivel licenciatura y posgrado,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda la Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Empresarial,1440,1,3,Nivel 1,4209,0,100,VERDADERO,,4
1043,Expedición de certificado de defunción,Secretaría de Salud,Secretaría de Salud,Avenida 405 Ex Hacienda de Guadalupe 42090 Pachuca De Soto Pachuca De Soto,Social,60,1,0,Nivel 1,13,0,100,FALSO,,1
1058,Inscripción de Poderes Civiles y Sustituciones (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,2,Nivel 3.5,0,0,0,VERDADERO,,3
1060,Regularización de la propiedad,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,20,1,0,,0,0,0,VERDADERO,,1
1071,Inscripción por Constitución del Patrimonio Familiar. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,2,,47334,0,100,VERDADERO,,3
1074,Ratificación de firmas. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,2,,47334,0,100,VERDADERO,,3
1081,Reinscripción ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 Huichapan Huichapan,Social,19,0,2,Nivel 1,3274,0,100,VERDADERO,,2
1090,Inscripción de alumnos a educación primaria. (de 2° a 6° grado),Secretaría de Educación Pública,Instituto Hidalguense de Educación,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,1440,0,3,Nivel 1,380,0,100,FALSO,,3
1096,Sustitución del Cargo de Albacea. (Registro Público de la Propiedad y del Comercio),Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,2,,47334,0,100,VERDADERO,,3
1121,Equivalencia de Estudios de Educación Media Superior,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex-Hacienda La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,7200,1,5,Nivel 4.1,1484,0,100,VERDADERO,,6
1125,Revalidación de Estudios de Educación Media Superior,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,7200,1,5,Nivel 4.1,135,0,100,VERDADERO,,6
1133,CURP (Clave Única de Registro de Población),Secretaría de Educación Pública,Instituto Hidalguense de Educación,Boulevard s/n Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,2,0,1,Nivel 1,265,0,100,FALSO,,1
1134,Registro de una institución de educación media superior y superior,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,2880,1,7,Nivel 2,7,0,100,VERDADERO,,8
1135,Registro Profesional Estatal,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,60,5,7,Nivel 2,19643,0,100,VERDADERO,,12
1139,Carta de No Inconveniente para Incorporación a una Institución Educativa,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Empresarial,43200,1,6,,1,0,100,VERDADERO,,7
1140,Informe de antecedentes profesionales,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,2880,1,1,Nivel 2,93,0,100,VERDADERO,,2
1142,Registro como unidad receptora de servicio social,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Juan Tilcuautla San Agustín Tlaxiaca,Ambos,1440,1,2,Nivel 4.1,227,0,100,FALSO,,3
1143,Registro de Colegio de Profesionistas y Federación,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Juan Tilcuautla San Agustín Tlaxiaca,Social,7200,1,3,Nivel 2,5,0,100,VERDADERO,,4
1145,Ampliaciones de autorizaciones para profesionistas,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,60,2,3,Nivel 2,24,0,100,VERDADERO,,5
1147,Servicio Médico Hospitalario,Secretaría de Salud,Secretaría de Salud,Carretera 101 Ciudad de los Niños 42070 Pachuca De Soto Pachuca De Soto,Social,2880,0,3,Nivel 1,110466,0,100,VERDADERO,,3
1159,Por la actualización de opiniones técnicas de factibilidad,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Calle 115 Revolución 42060 Pachuca De Soto Pachuca De Soto,Ambos,43200,0,0,Nivel 1,0,0,0,VERDADERO,,0
1169,Por la impartición de cursos de capacitación a personas físicas o morales del sector privado,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Calle 115 Revolución 42060 Pachuca De Soto Pachuca De Soto,Ambos,43200,0,0,Nivel 1,0,0,0,VERDADERO,,0
1180,Atención Integral a personas adultas mayores de 60 años en el Centro Estatal de Atención Geriátrica Integral (CESAGI),Secretaría de Salud,Secretaría de Salud,Calle 707 Nueva Francisco I. Madero 42070 Pachuca De Soto Pachuca De Soto,Social,120,0,0,Nivel 1,9,2,81.81818182,VERDADERO,,0
1181,Atención Integral a Mayores de 20 años con Enfermedades Crónico-Degenerativas (UNEME EC),Secretaría de Salud,Secretaría de Salud,Avenida 7 y 17 Colosio I 42086 Pachuca De Soto Pachuca De Soto,Social,2880,1,2,Nivel 1,1,0,100,FALSO,,3
1203,Permiso de Libros de Control de Estupefacientes y Psicotrópicos,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,7200,0,4,Nivel 1,89,0,100,FALSO,,4
1207,Certificado de Calidad del Agua de Sistemas Públicos y Privados,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,86400,0,2,Nivel 1,0,0,0,VERDADERO,,2
1209,Titulación UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,25,0,6,Nivel 4.1,423,0,100,VERDADERO,,6
1213,Solicitud de Licencia Sanitaria para servicios urbanos de fumigación y control de plagas.,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,86400,0,2,Nivel 1,6,3,66.66666667,VERDADERO,,2
1235,Reinscripción UTHH,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,Carretera s/n Tepoxteco 43000 Huejutla De Reyes Huejutla De Reyes,Social,20,2,3,,6704,0,100,VERDADERO,,5
1251,Asesorías Complementarias Intersemestrales CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,Calle S/N Industrial 42083 El Saucillo Mineral De La Reforma,Social,,1,1,Nivel 1,1391,0,100,VERDADERO,,2
1252,Asesorías Complementarias Semestrales CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,Calle S/N Chacón 42083 El Saucillo Mineral De La Reforma,Social,,1,1,Nivel 1,294,0,100,VERDADERO,,2
1253,Cursos de capacitación,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,Calle Lt 17 San Juan tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,,0,0,Nivel 3.1,0,0,0,VERDADERO,,0
1255,Reposición de Credencial de CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,Calle 4.5 Parque Industrial CANACINTRA 42083 El Saucillo Mineral De La Reforma,Social,,1,1,Nivel 1,1601,0,100,VERDADERO,,2
1256,Reposición de Certificado de terminación de estudios CONALEPH,Secretaría de Educación Pública,Colegio de Educación Profesional Técnica del Estado de Hidalgo,Calle 4.5 Parque Industrial CANACINTRA 42083 Pachuquilla Mineral De La Reforma,Social,,1,3,Nivel 1,9,0,100,VERDADERO,,4
1270,"Opinión favorable para actividades relacionadas con armas, municiones, pólvoras y explosivos, artificios y substancias químicas relacionadas con explosivos.",Secretaría de Gobierno,Secretaría de Gobierno,Ampliación S/N centro 42000 Pachuca De Soto Pachuca De Soto,Ambos,388800,1,5,Nivel 1,9,1,90,VERDADERO,,6
1295,Acuerdo de Actualización del Plan y Programa de Estudios,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Empresarial,28800,1,4,Nivel 1,22,0,100,VERDADERO,,5
1300,Expedición de la Carta de Opinión de Pertinencia de Planes y Programas de Estudios de tipo Superior solicitada ante la COEPEES,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42186 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,172800,1,3,Nivel 1,34,0,100,VERDADERO,,4
1342,Programa de Atención Médica Contra Accidentes Para Escolares en el Hospital del Niño DIF Hidalgo,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,,0,3,Nivel 1,1123,0,100,FALSO,,3
1345,Becas ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,Calle S/N El Saucillo 42411 El Saucillo Huichapan,Social,34560,2,1,Nivel 1,104,0,100,FALSO,,3
1347,Por la elaboración de constancia de seguridad por unidad de transporte de materiales peligrosos,Secretaría de Gobierno,Subsecretaría de Protección Civil y Gestión de Riesgos,Calle 115 Revolución 42060 Pachuca De Soto Pachuca De Soto,Ambos,43200,0,0,Nivel 1,0,0,0,VERDADERO,,0
1351,Inscripción a cursos de capacitación en línea del ICATHI,Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,Calle Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Ambos,30,1,1,Nivel 1,6190,0,100,VERDADERO,,2
1387,"Autenticación de título, diploma o grado académico",Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 Ex Hacienda La Concepción 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Empresarial,7200,1,12,Nivel 1,1913,0,100,VERDADERO,,13
1388,"Diseño, tendido y corte de tela para el ensamble de prendas de vestir en el ICATHI",Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,Calle s/n El Cerrito 42180 Pachuquilla Mineral De La Reforma,Ambos,60,0,1,Nivel 1,221120,0,100,VERDADERO,,1
1410,Atención médica.,Secretaría de Gobierno,Centro de Justicia Para Mujeres,Calle 118 San Carlos 42084 Pachuca De Soto Pachuca De Soto,Social,60,0,0,,0,0,0,FALSO,,0
1417,Admisión UTHH,Secretaría de Educación Pública,Universidad Tecnológica de la Huasteca Hidalguense,Carretera s/n Tepoxteco 43000 Huejutla De Reyes Huejutla De Reyes,Social,1460,1,3,,1467,0,100,VERDADERO,,4
1418,Cancelación de Hipoteca y Reserva de Dominio,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30,1,4,,18,0,100,VERDADERO,,5
1419,"Representación Legal a Trabajadores, Sindicatos y Beneficiarios",Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,Social,259200,0,1,Nivel 1,0,0,0,FALSO,,1
1428,Denuncia y/o queja a posibles violaciones o incumplimientos a las norma de trabajo,Secretaría de Trabajo y Previsión Social,Secretaría de Trabajo y Previsión Social,Carretera 1955 CANACINTRA 0 La Reforma (CANACINTRA) [Parque Industrial] Mineral De La Reforma,Social,21600,0,0,Nivel 1,0,0,0,FALSO,,0
1430,Emisión de estado de cuenta,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30,1,2,Nivel 1,117,30,79.59183673,VERDADERO,,3
1435,Reestructuración de crédito,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,45,1,1,,20,0,100,FALSO,,2
1439,Constancia de Viabilidad,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,30,2,7,Nivel 1,17,2,89.47368421,VERDADERO,,9
1452,Atención de trabajo social,Secretaría de Gobierno,Centro de Justicia Para Mujeres,Calle 118 San Carlos 42084 Pachuca De Soto Pachuca De Soto,Social,50,0,0,,0,0,0,FALSO,,0
1455,Prestación de servicios de Marketing Deportivo del Instituto Hidalguense del Deporte,Secretaría de Educación Pública,Instituto Hidalguense del Deporte,Calle #104 Carlos Rovirosa 42082 Pachuca De Soto Pachuca De Soto,Ambos,15,1,0,Nivel 1,13,0,100,VERDADERO,,1
1478,Albergue Revolución,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle s/n Periodistas (en el segundo piso del Mercado Revolución) 42060 Pachuca De Soto Pachuca De Soto,Social,,0,0,,2743,0,100,FALSO,,0
1489,Autorización de cambio de titular del Centro de Verificación Vehicular,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,Social,,2,0,,5,3,62.5,VERDADERO,,2
1496,Permiso de Publicidad Modalidad A Productos y Servicios,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,4,Nivel 1,10,0,100,VERDADERO,,5
1500,Solicitud de Visita de Verificación de materia prima y medicamentos que sean o contengan estupefacientes o psicotrópicos Modalidad A. Balance,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,43200,0,1,Nivel 1,2,0,100,FALSO,,1
1502,"Reportes, Quejas y Sugerencias del Servicio Tuzobús",Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,21600,1,2,Nivel 2,1150,0,100,FALSO,,3
1506,Expedición de Tarjetón para Personas Conductoras del Tuzobús,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,"Calle Km 1 Blvd. Camino a Téllez Km. 1, Jagüey de Téllez, Zempoala, Hidalgo, C.P. 43840 43840 Zempoala Zempoala",Social,1440,2,13,Nivel 1,106,0,100,VERDADERO,,15
1507,Renovación del Tarjetón para Personas Conductoras del Tuzobús,Secretaría de Movilidad y Transporte,Sistema de Transporte Masivo de Hidalgo,Calle Km 1 Jaguey de Téllez 43840 Zempoala Zempoala,Social,1440,1,9,Nivel 1,43,0,100,VERDADERO,,10
1509,Centro de Expresión Juvenil,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Avenida s/n Periodistas 42060 Pachuca De Soto Pachuca De Soto,Social,11520,0,0,,4558,0,100,FALSO,,0
1521,Inscripción 1er Semestre Bachillerato del Estado de Hidalgo,Secretaría de Educación Pública,Bachillerato del Estado de Hidalgo,Calle Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,30,0,5,Nivel 1,2211,0,100,VERDADERO,,5
1528,Readmision UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle s/n tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,Social,30,1,1,Nivel 2,15,0,100,VERDADERO,,2
1530,Examen de Recuperación UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle s/n tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,Social,30,0,1,,200,0,100,VERDADERO,,1
1532,Bitácora de Operación de Equipos y Procesos Generadores de Emisiones a la Atmósfera,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,Social,43200,0,2,,10,9,52.63157895,VERDADERO,,2
1536,Autorización en materia de impacto ambiental del transporte de residuos de manejo especial generados en procesos industriales y de servicios.,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,Ambos,86400,1,7,Nivel 2,200,100,66.66666667,VERDADERO,,8
1540,Inscripción de registro de perito valuador (Catastral),Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,172800,2,2,Nivel 1,0,0,0,VERDADERO,,4
1546,Puntos Topográficos con referencia de localización.,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,4320,1,2,,0,0,0,VERDADERO,,3
1550,Restitución fotogramétrica escala 1:1000.,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,4320,1,0,,0,0,0,VERDADERO,,1
1555,"Constancias de calificaciones, reportes de evaluación y certificación de educación básica",Secretaría de Educación Pública,Instituto Hidalguense de Educación,Boulevard s/n Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,5760,1,3,Nivel 4.1,2849,0,100,VERDADERO,,4
1557,Autorización para impartir educación inicial y/o básica en el estado,Secretaría de Educación Pública,Instituto Hidalguense de Educación,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,18720,3,2,Nivel 2,62,0,100,VERDADERO,,5
1558,Registro de Institución en el Catálogo de Centros de Trabajo de SEPH,Secretaría de Educación Pública,Instituto Hidalguense de Educación,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Ambos,20,1,2,Nivel 2,4920,0,100,FALSO,,3
1559,Becas de Educación Básica para escuelas públicas y particulares,Secretaría de Educación Pública,Instituto Hidalguense de Educación,Boulevard S/N Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,21600,1,2,Nivel 4.1,7065,0,100,FALSO,,3
1560,Preinscripciones de Educación Básica,Secretaría de Educación Pública,Instituto Hidalguense de Educación,Boulevard s/n Venta Prieta 42083 Pachuca De Soto Pachuca De Soto,Social,47520,0,1,Nivel 4.1,115921,0,100,FALSO,,1
1572,Constitución de Grupos de Productores/as de Leche.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera s/n Venta Prieta, Ex Centro Minero 42080 Pachuca De Soto Pachuca De Soto",Ambos,14400,1,5,Nivel 2,16,0,100,FALSO,,6
1573,Capacitación en Nutrición y Manejo de Ganado Lechero.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera s/n Venta Prieta, Ex Centro Minero 42080 Pachuca De Soto Pachuca De Soto",Ambos,1440,1,1,Nivel 2,120,2,98.36065574,FALSO,,2
1574,Capacitación en Inseminación Artificial en Bovinos leche.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera S/N Venta Prieta, Ex Centro Minero 42080 Pachuca De Soto Pachuca De Soto",Ambos,1440,1,1,Nivel 2,71,0,100,FALSO,,2
1584,Reinscripción UPE,Secretaría de Educación Pública,Universidad Politécnica de la Energía,Carretera S/N Ejido de Zaragoza 42820 San Miguel Vindho Tula De Allende,Social,30,1,1,Nivel 1,1304,0,100,VERDADERO,,2
1589,Historial académico UPE,Secretaría de Educación Pública,Universidad Politécnica de la Energía,Carretera S/N Ejido de Zaragoza 42820 San Miguel Vindho Tula De Allende,Social,4320,0,1,Nivel 1,135,0,100,VERDADERO,,1
1595,Autorización de Bitácora de Control para Residuos de Manejo Especial,Secretaría de Medio Ambiente y Recursos Naturales,Secretaría de Medio Ambiente y Recursos Naturales,Calle 100 Adolfo López Mateos 42094 Pachuca De Soto Pachuca De Soto,Ambos,86400,1,2,,30,20,60,VERDADERO,,3
1599,Actualización al Padrón de Contratistas (Persona Física),Secretaría de Contraloría,Secretaría de Controlaría,"Carretera 0 Venta Prieta, Ex Centro Minero 42083 Pachuca De Soto Pachuca De Soto",Ambos,,0,0,,0,0,0,VERDADERO,,0
1613,Elaboración de Contrato,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30,1,3,,80,0,100,VERDADERO,,4
1614,Constancia de No Afectación,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30,0,6,Nivel 1,182,0,100,VERDADERO,,6
1621,Constancia No Comprendida,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,20,1,1,Nivel 1,1,0,100,VERDADERO,,2
1622,Constancia de No Invasión a Fraccionamiento,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,20,1,1,Nivel 1,0,0,0,VERDADERO,,2
1623,Constancia de Verificación de la Poligonal de Fraccionamiento,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Boulevard km. 93.5 Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,20,1,1,Nivel 1,0,0,0,VERDADERO,,2
1635,Examen de admisión UTMIR,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,Social,25,0,0,Nivel 2,366,0,100,VERDADERO,,0
