Idtram,Tramite,Secretaria,Dependencia,Domicilio,TraPersona,Tiempo_en_minutos,N_FORMATOS_FINAL,CONTEO_NETO,nivel_digitalizacion,TraResolucionesFavorables,TraResolucionesNegativas,Porcentaje_Efectividad,TraCosto,,N
8132,Historial Académico UTMZ,Secretaría de Educación Pública,Universidad Tecnológica Minera de Zimapán,Calle 34 La Tahona 42350 Plutarco Elías Calles (Santiago) Zimapán,Social,1440,1,0,Nivel 1,35,0,100,FALSO,,1
8136,Curso de Lengua Extranjera a Público en General y Personal Docente y Administrativo UTVAM,Secretaría de Educación Pública,Universidad Tecnológica de la Zona Metropolitana del Valle de México,Boulevard 5 Los Héroes Tizayuca 43816 Tizayuca Tizayuca,Ambos,2880,1,3,Nivel 1,60,0,100,VERDADERO,,4
8142,Reposición de Credencial Escolar UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N Santa Bárbara 43830 Zempoala Zempoala,Social,15,0,2,Nivel 1,30,0,100,VERDADERO,,2
8154,Becas UPT,Secretaría de Educación Pública,Universidad Politécnica de Tulancingo,Calle 100 Huapalcalco 43629 Tulancingo De Bravo Tulancingo De Bravo,Social,8,1,1,Nivel 4.1,110,33,76.92307692,FALSO,,2
8172,Aclaración de resultados de exámenes de Preparatoria Abierta por omisión y/o revisión administrativa,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,15,1,1,Nivel 1,110,0,100,FALSO,,2
8176,Registro de Equivalencias Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito s.n. San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,20,1,3,Nivel 1,80,0,100,FALSO,,4
8256,Titulación UPH,Secretaría de Educación Pública,Universidad Politécnica de Huejutla,Calle S/N Tepoxtequito 43000 Huejutla De Reyes Huejutla De Reyes,Social,172800,0,7,Nivel 2,125,0,100,VERDADERO,,7
8293,Constancia de Estudios COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,2880,0,0,Nivel 1,9653,0,100,VERDADERO,,0
8294,Certificado de Estudios COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,30240,0,0,Nivel 1,1495,0,100,VERDADERO,,0
8295,Equivalencia de Estudios COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,17280,0,1,Nivel 1,655,0,100,VERDADERO,,1
8298,Seguro Escolar COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,5,0,0,Nivel 1,64343,0,100,VERDADERO,,0
8299,Historial académico UTVM,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,Carretera S/N El Nith 42300 El Nith Ixmiquilpan,Social,2,0,1,Nivel 4.3,2485,0,100,FALSO,,1
8309,Equivalencias de estudios UTVM,Secretaría de Educación Pública,Universidad Tecnológica del Valle del Mezquital,Carretera S/N El Nith 42300 El Nith Ixmiquilpan,Social,30240,0,3,Nivel 1,2,0,100,FALSO,,3
8314,Alimentación Escolar Modalidad Fría,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 100 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,,1,2,,2229,0,100,FALSO,,3
8315,Alimentación Escolar Modalidad Caliente,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 100 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,,0,1,Nivel 1,890,0,100,FALSO,,1
8322,"Atención Alimentaria a Grupos Prioritarios, Personas Mayores",Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 100 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,,0,0,Nivel 1,841,0,100,FALSO,,0
8323,Atención Alimentaria en los Primeros 1000 Días,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 100 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,,1,2,Nivel 1,2261,0,100,FALSO,,3
8328,Atención Alimentaria a Personas en Situación de Emergencia o Desastre,Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 100 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,,0,0,Nivel 1,303,0,100,FALSO,,0
8331,"Atención Alimentaria a Grupos Prioritarios, Personas con Discapacidad",Organismos No Sectorizados,Sistema para el Desarrollo Integral de la Familia del Estado de Hidalgo,Calle 100 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,,0,1,Nivel 1,452,0,100,FALSO,,1
8340,Atención Psicológica a Mujeres en Situación de Violencia de Género,Secretaría de Gobierno,Ciudad de las Mujeres,Calle sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Social,60,0,0,,1196,0,100,FALSO,,0
8361,Admisión ITESHU.,Secretaría de Educación Pública,Instituto Tecnológico Superior de Huichapan,"Calle sin numero El Saucillo Huichapan, Hidalgo. 42411 Huichapan Huichapan",Social,27,0,4,Nivel 1,575,0,100,VERDADERO,,4
8688,Servicios de Sensibilización y desarrollo de habilidades para la vida de las juventudes,Secretaría de Gobierno,Ciudad de las Mujeres,Calle sin número Tlaxinacalpan 42850 Tepeji Del Río De Ocampo Tepeji Del Río De Ocampo,Social,,0,0,,2769,0,100,FALSO,,0
8718,Aviso de Actualización de Datos o Baja del Establecimiento de Insumos para la Salud que Opera con Licencia Sanitaria.,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,20,0,0,Nivel 1,24,0,100,FALSO,,0
8719,Aviso de Actualización de Datos para Servicios Urbanos de Fumigación y Control de Plagas Urbanas del Establecimiento que Opera con Licencia Sanitaria.,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,0,0,0,Nivel 1,24,0,100,FALSO,,0
8720,Aviso de Funcionamiento de Crematorio,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,7,Nivel 1,0,0,0,FALSO,,8
8722,Aviso de Funcionamiento de Panteón.,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,21600,1,6,Nivel 1,0,0,0,FALSO,,7
8727,Licencia Sanitaria de Unidades Móviles para Traslado de Cadáveres,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,21600,0,3,Nivel 1,10,0,100,FALSO,,3
8739,Solicitud de Modificación a la Licencia Sanitaria de Establecimientos de Insumos para la Salud Modalidad G.- Farmacia o Botica (con venta de medicamentos controlados),Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,86400,0,2,Nivel 1,15,12,55.55555556,VERDADERO,,2
8740,Solicitud de Modificación a la Licencia Sanitaria para Servicios Urbanos de Fumigación y Control de plagas.,Secretaría de Salud,Secretaría de Salud,Cerrada 115 Cubitos 42090 Pachuca De Soto Pachuca De Soto,Ambos,86400,0,3,Nivel 1,1,0,100,VERDADERO,,3
8858,Credencial Escolar y duplicado COBAEH,Secretaría de Educación Pública,Colegio de Bachilleres del Estado de Hidalgo,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,31680,0,0,Nivel 1,16728,0,100,VERDADERO,,0
8860,Asesoría para el Desarrollo de Productos y la Comercialización en Agronegocios.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Carretera s/n Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,1440,1,2,Nivel 2,53,3,94.64285714,FALSO,,3
8862,Asesoría para el trámite de la membresía GS1 para la trazabilidad en productos agropecuarios,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Carretera s/n Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,1440,4,3,Nivel 2,10,0,100,FALSO,,7
8863,Asesoría presencial y a distancia para la Constitución de Sociedades Agropecuarias y Pesqueras.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Carretera s/n Venta prieta 42083 Pachuca De Soto Pachuca De Soto,Ambos,1440,0,2,Nivel 2,40,5,88.88888889,FALSO,,2
8865,Asistencia Técnica y Capacitación Pecuaria.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Carretera s/n Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,7200,1,1,Nivel 2,55,0,100,FALSO,,2
8867,Siembra de Crías de Peces.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Carretera s/n Venta prieta 42080 Pachuca De Soto Pachuca De Soto,Empresarial,43200,1,0,Nivel 2,29,0,100,FALSO,,1
8905,Clínica Universitaria de Rehabilitación Integral (C.U.R.e.I.) Servicios de Terapia Física UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N de Santa Barbara 43830 Zempoala Zempoala,Social,1440,0,3,Nivel 3.7,25,0,100,VERDADERO,,3
8933,Inscripción al Catálogo de Empresas del Sector Energético del Estado de Hidalgo.,Secretaría de Desarrollo Económico,Agencia Estatal de Energía de Hidalgo,Boulevard 222 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,Ambos,25920,1,3,Nivel 1,13,0,100,VERDADERO,,4
8934,"Reinscripción: 2°,3°,4°,5° y 6° Semestre Bachillerato del Estado de Hidalgo",Secretaría de Educación Pública,Bachillerato del Estado de Hidalgo,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,30,0,1,Nivel 1,9456,0,100,VERDADERO,,1
8939,Titulación UPMH,Secretaría de Educación Pública,Universidad Politécnica Metropolitana de Hidalgo,Boulevard 1009 San Javier 43860 Tolcayuca Tolcayuca,Social,367200,1,4,Nivel 3.2,2,0,100,VERDADERO,,5
8956,Opinión de Cumplimiento de Obligaciones Fiscales Estatales,Secretaría de Hacienda,Secretaría de Hacienda,Calle No. 1 Centro 42500 Actopan Actopan,Ambos,4320,0,0,,18100,0,100,VERDADERO,,0
8984,Reposición de certificado o constancia del ICATHI,Secretaría de Trabajo y Previsión Social,Instituto de Capacitación para el Trabajo del Estado de Hidalgo,Calle Lote 17 San Juan Tilcuautla 42160 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,30,0,1,Nivel 1,304,0,100,VERDADERO,,1
9011,Tienda en línea Margarita Michelena.,Secretaría de Cultura,Consejo Estatal para la Cultura y las Artes de Hidalgo,Avenida S/N Centro 42000 Pachuca De Soto Pachuca De Soto,Social,2880,0,0,Nivel 1,0,0,0,VERDADERO,,0
9036,Cesión de Derechos - Comisión Estatal de Vivienda,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30,1,3,,48,0,100,VERDADERO,,4
9037,Órdenes de escrituración - Comisión Estatal de Vivienda,Secretaría de Infraestructura Pública y Desarrollo Urbano Sostenible,Comisión Estatal de Vivienda,Boulevard 117 El Palmar I 42088 Pachuca De Soto Pachuca De Soto,Social,30,1,4,,2,0,100,VERDADERO,,5
9074,Constancia escolar UICEH,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,Carretera s/n El desdavì 43487 El Desdavi Tenango De Doria,Social,1440,0,1,Nivel 1,20,0,100,VERDADERO,,1
9075,"Asesoría técnica, especializada en agricultura sustentable.",Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Calle 148 La Reforma 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Ambos,1440,0,1,Nivel 2,140,0,100,FALSO,,1
9077,Credencialización UICEH,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,Carretera s/n El Desdavì 43487 El Desdavi Tenango De Doria,Social,60,0,1,Nivel 1,300,0,100,VERDADERO,,1
9918,Garantias del Interes Fiscal (Federal),Secretaría de Hacienda,Secretaría de Hacienda,Boulevard 801 Canutillo 42075 Pachuca De Soto Pachuca De Soto,Ambos,129600,1,0,,20,10,66.66666667,FALSO,,1
9919,Garantias del Interes Fiscal (Estatal),Secretaría de Hacienda,Secretaría de Hacienda,Boulevard 801 Canutillo 42070 Pachuca De Soto Pachuca De Soto,Ambos,129600,1,0,,0,0,0,FALSO,,1
9920,Remates en línea,Secretaría de Hacienda,Secretaría de Hacienda,Boulevard 801 Canutillo 42075 Pachuca De Soto Pachuca De Soto,Ambos,43200,0,0,,12,0,100,FALSO,,0
9948,Historial Académico UNIDEH,Secretaría de Educación Pública,Universidad Digital del Estado de Hidalgo,Boulevard Mza. 10 Santa Catarina 42163 San Miguel Tornacuxtla San Agustín Tlaxiaca,Social,,0,1,,150,0,100,VERDADERO,,1
9957,Dictamen de Equivalencia (ITSOEH),Secretaría de Educación Pública,Instituto Tecnológico Superior del Occidente del Estado de Hidalgo,Carretera 2000 Carretera Mixquiahuala- Tula km.2.5 42700 Mixquiahuala De Juárez Mixquiahuala De Juárez,Social,86400,1,3,,7,0,100,VERDADERO,,4
9974,Préstamo con maquinaria especializada para la nivelación de tierras agrícolas.,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,"Carretera s/n Venta Prieta, Ex Centro Minero. 42080 Pachuca De Soto Pachuca De Soto",Ambos,1440,1,1,Nivel 2,5,0,100,FALSO,,2
10035,Publicaciones e impresiones (Materia Catastral Compendio Catastral),Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,4320,0,1,,0,0,0,VERDADERO,,1
10079,Refrendo anual perito topográfo,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,172800,2,1,,0,0,0,VERDADERO,,3
10080,Becas para la Transformación de Estudiantes de Instituciones de Educación Superior,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,7200,3,11,Nivel 4.1,12057,0,100,FALSO,,14
10106,Copia de Ortofoto a color escala 1:1000,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,4320,1,2,,0,0,0,VERDADERO,,3
10408,Autorización de Centro de Asesoría Particular de Preparatoria Abierta,Secretaría de Educación Pública,Instituto Hidalguense de Educación para Adultos,Circuito S/N La Concepción 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,21600,0,9,Nivel 1,4,0,100,VERDADERO,,9
10519,Admisión UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,Social,1440,0,1,Nivel 3.9,1110,0,100,VERDADERO,,1
10522,Constancia Escolar UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,Social,480,0,1,Nivel 1,310,0,100,VERDADERO,,1
10523,Certificado Parcial UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,Social,21600,0,2,Nivel 3.9,420,0,100,VERDADERO,,2
10524,Cursos de Educación Continua UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Tepatepec 42660 Tepatepec Francisco I. Madero,Social,1440,0,1,Nivel 3.9,30,0,100,VERDADERO,,1
10549,Titulación en la UICEH,Secretaría de Educación Pública,Universidad Intercultural del Estado de Hidalgo,Carretera S/N EL DESDAVI 43487 El Desdavi Tenango De Doria,Social,518400,0,8,Nivel 1,3,0,100,VERDADERO,,8
10562,Examen TOEFL UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicio conocido 42660 Tepatepec Francisco I. Madero,Social,,0,1,,486,0,100,VERDADERO,,1
10587,Asesoría Jurídica en Derechos Humanos,Secretaría de Gobierno,Secretaría de Gobierno,Avenida 201 REAL DE MINAS 42090 Pachuca De Soto Pachuca De Soto,Social,,0,0,,0,0,0,FALSO,,0
10588,Escrituras Públicas para personas que han tenido en posesión un predio,Secretaría de Gobierno,Secretaría de Gobierno,Avenida 1010 Periodistas 42060 Pachuca De Soto Pachuca De Soto,Social,345600,0,5,Nivel 1,691,0,100,FALSO,,5
10605,Modificación de Tipo de Perito en el Padrón,Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,,4320,1,3,,0,0,0,VERDADERO,,4
10606,Atención al empoderamiento.,Secretaría de Gobierno,Centro de Justicia Para Mujeres,Calle 118 San Carlos 42084 Pachuca De Soto Pachuca De Soto,Social,30,0,0,,0,0,0,FALSO,,0
10618,Uso de la Plataforma Naturalista,Secretaría de Medio Ambiente y Recursos Naturales,Comisión Estatal de Biodiversidad de Hidalgo,Boulevard 2005 Coscotitlán 42064 Pachuca De Soto Pachuca De Soto,Ambos,1440,1,0,Nivel 1,2,0,100,FALSO,,1
10662,Credencial de Identificación Escolar (CEH),Secretaría de Educación Pública,Colegio del Estado de Hidalgo,Boulevard 3 De La Concepción 42162 San Agustín Tlaxiaca San Agustín Tlaxiaca,Social,7200,2,0,Nivel 1,10,0,100,VERDADERO,,2
10793,Becas Institucionales UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera S/N de Santa Bárbara 43380 Zempoala Zempoala,Social,11520,3,0,Nivel 2,30,0,100,FALSO,,3
10806,Transformando con la Juventud,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,Calle 305 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,Social,15,1,3,Nivel 3.2,759,190,79.97892518,FALSO,,4
10814,Tu Experiencia Transforma,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,Calle 305 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,Social,15,1,3,Nivel 3.2,134,83,61.75115207,FALSO,,4
10825,Acompañamiento a los municipios para la implementación de estrategias que impulsen el desarrollo económico local,Secretaría de Desarrollo Económico,Secretaría de Desarrollo Económico,Calle 305 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,Empresarial,21600,1,0,Nivel 1,0,0,0,FALSO,,1
10838,"Expedición, Renovación o Reposición por Robo o Extravío del Tarjetón para Personas que Conducen Unidades Autorizadas por el Sistema de Transporte Convencional",Secretaría de Movilidad y Transporte,Sistema de Transporte Convencional de Hidalgo,Avenida 205 Colonias 42083 Pachuca De Soto Pachuca De Soto,Social,23,1,7,Nivel 2,0,0,0,VERDADERO,,8
10850,"Suministro e instalación de mojonera de hormigon de 40 cms. de largo y 10 cms. de diametro con una varilla al centro de 1/2"", para identificación de vertices que delimitan perimetrales de predio",Secretaría de Hacienda,Instituto Catastral,Calle 105 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Ambos,4320,1,4,,0,0,0,VERDADERO,,5
10878,Equivalencia de Estudios UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle sn Domicilio conocido 42660 Tepatepec Francisco I. Madero,Social,43200,0,3,Nivel 3.9,15,0,100,VERDADERO,,3
10913,Actualización del Registro de Proveedores (Persona Moral),Secretaría de Contraloría,Secretaría de Controlaría,"Carretera 0 Venta Prieta, Ex Centro Minero 42083 Pachuca De Soto Pachuca De Soto",Empresarial,,0,0,,0,0,0,VERDADERO,,0
10927,Gestión de Créditos,Secretaría de Agricultura y Desarrollo Rural,Secretaría de Agricultura y Desarrollo Rural,Carretera s/n Venta Prieta 42080 Pachuca De Soto Pachuca De Soto,Ambos,1440,0,2,Nivel 2,79,0,100,FALSO,,2
10970,Asignación de Servicio Social UPP,Secretaría de Educación Pública,Universidad Politécnica de Pachuca,Carretera s/n Rancho Luna 43830 Zempoala Zempoala,Social,30,1,3,Nivel 2,150,0,100,FALSO,,4
10972,Asesoría Legal En Materia Notarial,Secretaría de Gobierno,Dirección General del Archivo General de Notarías,Calle 517 Centro 42000 Pachuca De Soto Pachuca De Soto,Ambos,,0,0,,0,0,0,FALSO,,0
10981,"Inscripción de la designación, aceptación o discernimiento del cargo de albacea. Declaración y reconocimiento de herederos en un solo documento.",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,2,,0,0,0,VERDADERO,,3
11018,Expedición de constancias de documentos que obran en la Dirección General de Profesiones,Secretaría de Educación Pública,Secretaría de Educación Pública,Circuito S/N Ex Hacienda La Concepción 42186 San Juan Tilcuautla San Agustín Tlaxiaca,Social,4320,1,1,Nivel 1,1,0,100,VERDADERO,,2
11019,Verificación energética en centros de carga eléctrica con tarifa comercial hasta 25 kW.,Secretaría de Desarrollo Económico,Agencia Estatal de Energía de Hidalgo,Boulevard 222 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,Ambos,28800,1,3,Nivel 1,0,0,0,VERDADERO,,4
11021,Verificación energética en centros de carga eléctrica con tarifa de uso domestico (DAC),Secretaría de Desarrollo Económico,Agencia Estatal de Energía de Hidalgo,Boulevard 222 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,Social,28800,1,0,Nivel 1,0,0,0,VERDADERO,,1
11023,Inscripción Nivel Posgrado UPFIM,Secretaría de Educación Pública,Universidad Politécnica Francisco I. Madero,Calle s/n Domicilio Conocido 42660 Tepatepec Francisco I. Madero,Social,1440,1,6,Nivel 3.9,10,0,100,VERDADERO,,7
11055,Ayudas Comunitarias a Mujeres y Familias Indígenas,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,,1,2,,0,0,0,FALSO,,3
11056,Eco Estufas del Bienestar,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,10,1,2,Nivel 2,0,0,0,FALSO,,3
11058,Mujer de Maíz,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Col. Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,5760,1,2,Nivel 2,0,0,0,FALSO,,3
11063,Seguridad Alimentaria,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,10,1,1,Nivel 2,0,0,0,FALSO,,2
11065,Remodelación de Parques en Comunidades Indígenas,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,,1,3,,0,0,0,FALSO,,4
11066,Revalidación de Estudios Bachillerato del Estado de Hidalgo,Secretaría de Educación Pública,Bachillerato del Estado de Hidalgo,Circuito Lote 17 San Juan Tilcuautla 42160 San Juan Tilcuautla San Agustín Tlaxiaca,Social,30,0,1,Nivel 1,3,0,100,VERDADERO,,1
11075,Corredor Artesanal,Organismos No Sectorizados,Comisión Estatal para el Desarrollo Sostenible de los Pueblos Indígenas (CEDSPI),Calle 301 Real de Minas 42090 Pachuca De Soto Pachuca De Soto,Social,,1,4,,0,0,0,FALSO,,5
11158,Impuesto sobre Tenencia y Refrendo Vehicular (transporte público),Secretaría de Hacienda,Secretaría de Hacienda,Calle 801 Canutillo 42075 Pachuca De Soto Pachuca De Soto,Ambos,1440,3,8,Nivel 3.7,37376,0,100,VERDADERO,,11
11163,Constancia de estudios UTMIR,Secretaría de Educación Pública,Universidad Tecnológica de Mineral de la Reforma,Calle 1000 Paseos de Chavarría 42186 Pachuquilla Mineral De La Reforma,Social,4320,0,0,Nivel 3.1,203,0,100,VERDADERO,,0
11212,Asesoría en Materia de Mantenimiento y Conservación de Parques Industriales,Secretaría de Desarrollo Económico,Corporación de Fomento de Infraestructura Industrial,Carretera S/N Las Colonias 42083 Pachuca De Soto Pachuca De Soto,Empresarial,,0,0,,0,0,0,FALSO,,0
11213,"Inscripción de la disolución, liquidación y de ambas cuando consten en un solo documento. (Registro Público de la Propiedad y del Comercio, personas morales)",Secretaría de Gobierno,Dirección General del Instituto de la Función Registral,Avenida 907 Las Terrazas 42094 Pachuca De Soto Pachuca De Soto,Ambos,,1,2,,47334,0,100,VERDADERO,,3
11219,Acciones en materia de transversalidad de la perspectiva de género,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,Empresarial,4320,1,0,Nivel 1,40,0,100,FALSO,,1
11220,Acciones en materia de protección de los derechos humanos de las mujeres,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,4320,0,0,Nivel 1,3373,0,100,FALSO,,0
11221,Apoyos asistenciales otorgados a mujeres,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,4320,1,3,Nivel 1,162,0,100,FALSO,,4
11222,Apoyos económicos para el bienestar físico de las mujeres,Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,1440,1,4,Nivel 1,370,0,100,FALSO,,5
11224,"Apoyos económicos para niñas y adolescentes embarazadas, madres o con plan de restitución de derechos",Secretaría de Gobierno,Instituto Hidalguense de las Mujeres,Calle 103 Centro 42000 Pachuca De Soto Pachuca De Soto,Social,4320,2,3,Nivel 1,200,3,98.52216749,FALSO,,5
11301,Levantamiento topográfico.,Secretaría de Educación Pública,Instituto Hidalguense de Infraestructura Física Educativa,Avenida 1500 Fraccionamiento Constitución 42080 Pachuca De Soto Pachuca De Soto,Social,21600,1,1,Nivel 1,6,0,100,VERDADERO,,2
11316,Constancia de estudios UTT,Secretaría de Educación Pública,Universidad Tecnológica de Tulancingo,Calle 301 Las Presas 43645 Tulancingo De Bravo Tulancingo De Bravo,Social,,0,0,,2040,0,100,VERDADERO,,0
11218,Constancia de Estudios UTSH,Secretaría de Educación Pública,Universidad Tecnológica de la Sierra Hidalguense,Carretera Km. 100 Zacualtipán 43200 Zacualtipán De Ángeles Zacualtipán De Ángeles,Social,,0,1,,606,0,100,VERDADERO,,1
11008,Verificación energética en centros de carga eléctrica con tarifa empresarial menor a 100 kW.,Secretaría de Desarrollo Económico,Agencia Estatal de Energía de Hidalgo,Boulevard 222 Zona Plateada 42084 Pachuca De Soto Pachuca De Soto,Empresarial,28800,1,3,Nivel 1,0,0,0,VERDADERO,,4
